City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
283,east london,-33.0153,27.9116,24.52000000000004,73,40,6.69,ZA,2024-02-13
284,emerald,-23.5333,148.1667,24.08000000000004,87,100,5.2,AU,2024-02-13
285,el calafate,-50.3408,-72.2768,11.439999999999998,59,100,3.03,AR,2024-02-13
286,bestobe,52.4994,73.0975,-8.349999999999966,69,100,9.3,KZ,2024-02-13
287,grand-bassam,5.2118,-3.7388,32.98000000000002,66,34,4.54,CI,2024-02-13
288,keren,15.7778,38.4581,27.99000000000001,11,2,5.48,ER,2024-02-13
289,castillos,-34.1667,-53.8333,19.590000000000032,53,100,6.68,UY,2024-02-13
290,kurchum,48.5722,83.6542,-22.17999999999998,96,15,2.12,KZ,2024-02-13
291,lai chau,22.3997,103.4517,17.879999999999995,60,67,1.13,VN,2024-02-13
292,deniliquin,-35.5333,144.9667,22.879999999999995,43,14,7.14,AU,2024-02-13
293,karasuk,53.7377,78.0403,-11.659999999999968,89,100,5.45,RU,2024-02-13
294,severo-yeniseyskiy,60.3725,93.0408,-21.899999999999977,96,100,4.02,RU,2024-02-13
295,santa terezinha,-29.9002,-50.0904,24.189999999999998,99,100,1.38,BR,2024-02-13
296,itaituba,-4.2761,-55.9836,25.090000000000032,94,100,2.06,BR,2024-02-13
297,al jawf,29.5,38.75,23.960000000000036,21,84,4.66,SA,2024-02-13
298,long beach,33.767,-118.1892,12.210000000000036,83,0,2.06,US,2024-02-13
299,verkhovazh'ye,60.7472,42.0465,-21.139999999999986,100,77,1.44,RU,2024-02-13
300,berezovyy,51.6667,135.7,-14.389999999999986,96,100,1.59,RU,2024-02-13
301,benguela,-12.5763,13.4055,30.430000000000007,70,48,5.0,AO,2024-02-13
302,olyokminsk,60.3736,120.4264,-25.089999999999975,99,100,1.35,RU,2024-02-13
303,ribeira grande,38.5167,-28.7,17.220000000000027,88,75,10.28,PT,2024-02-13
304,pangody,65.85,74.4859,-37.889999999999986,98,10,2.52,RU,2024-02-13
305,hafnarfjordur,64.0671,-21.9377,-0.06999999999999318,74,40,8.23,IS,2024-02-13
306,salalah,17.0151,54.0924,27.05000000000001,65,20,2.57,OM,2024-02-13
307,guichon,-32.35,-57.2,21.460000000000036,50,70,5.96,UY,2024-02-13
308,curaca,-8.9903,-39.9094,31.890000000000043,43,98,6.65,BR,2024-02-13
309,dunedin,-45.8742,170.5036,16.0,80,8,0.45,NZ,2024-02-13
310,bubaque,11.2833,-15.8333,26.939999999999998,52,7,3.42,GW,2024-02-13
311,roja,57.5,22.8167,1.75,98,100,5.3,LV,2024-02-13
312,lompoc,34.6391,-120.4579,12.100000000000023,87,100,2.57,US,2024-02-13
313,bamboo flat,11.7,92.7167,28.05000000000001,78,40,4.12,IN,2024-02-13
314,grande prairie,55.1667,-118.8027,-10.899999999999977,79,0,2.57,CA,2024-02-13
315,vieste,41.8825,16.175,12.879999999999995,71,100,5.67,IT,2024-02-13
316,fuglafjordur,62.244,-6.814,6.260000000000048,79,69,5.74,FO,2024-02-13
317,san antonio de pale,-1.4014,5.6325,29.430000000000007,73,100,2.53,GQ,2024-02-13
318,chonchi,-42.6128,-73.8092,19.620000000000005,35,100,1.7,CL,2024-02-13
319,broome,42.2506,-75.833,0.35000000000002274,83,100,5.14,US,2024-02-13
320,taltal,-25.4,-70.4833,19.480000000000018,83,94,1.15,CL,2024-02-13
321,kribi,2.95,9.9167,29.110000000000014,76,33,6.79,CM,2024-02-13
322,upington,-28.4478,21.2561,41.210000000000036,11,20,3.6,ZA,2024-02-13
323,vuktyl,63.8567,57.3094,-29.049999999999983,97,12,3.82,RU,2024-02-13
324,haiku-pauwela,20.9219,-156.3051,20.02000000000004,84,75,1.54,US,2024-02-13
325,hotan,37.0997,79.9269,7.03000000000003,30,100,2.33,CN,2024-02-13
326,eatonton,33.3268,-83.3885,7.78000000000003,79,56,1.34,US,2024-02-13
327,crane,31.3974,-102.3501,6.330000000000041,40,0,4.11,US,2024-02-13
328,kyongsong,41.5878,129.6061,4.710000000000036,69,83,2.22,KP,2024-02-13
329,itoman,26.1247,127.6694,22.430000000000007,63,40,15.0,JP,2024-02-13
330,sabang,5.8933,95.3214,28.32000000000005,78,1,9.7,ID,2024-02-13
331,el tocuyo,9.7873,-69.7937,27.27000000000004,50,54,3.28,VE,2024-02-13
332,buka,40.8108,69.1986,11.710000000000036,43,26,1.56,UZ,2024-02-13
333,khovd,48.0056,91.6419,-11.17999999999995,44,53,0.43,MN,2024-02-13
334,carutapera,-1.195,-46.02,24.99000000000001,93,100,1.88,BR,2024-02-13
335,keflavik,64.0049,-22.5624,-0.049999999999954525,80,20,8.75,IS,2024-02-13
336,kidal,18.4411,1.4078,34.97000000000003,8,2,5.59,ML,2024-02-13
337,ambon,-3.6954,128.1814,27.08000000000004,89,40,1.54,ID,2024-02-13
338,pader,3.05,33.2167,32.82000000000005,25,100,4.07,UG,2024-02-13
339,gornozavodsk,58.3758,58.3211,-13.549999999999955,93,99,2.89,RU,2024-02-13
340,sinabang,2.4803,96.3801,28.560000000000002,72,12,0.75,ID,2024-02-13
341,kosan,38.8558,127.4181,6.100000000000023,89,72,4.91,KP,2024-02-13
342,brookings,44.3114,-96.7984,-4.229999999999961,99,0,1.54,US,2024-02-13
343,san giovanni a teduccio,40.838,14.3069,18.100000000000023,60,40,1.54,IT,2024-02-13
344,clinton,42.587,-82.9199,-0.03999999999996362,84,20,2.06,US,2024-02-13
345,horawala junction,6.4809,80.1271,27.220000000000027,79,44,5.32,LK,2024-02-13
346,acajutla,13.5928,-89.8275,28.310000000000002,54,6,1.83,SV,2024-02-13
347,new norfolk,-42.7826,147.0587,15.720000000000027,86,95,4.85,AU,2024-02-13
348,monte carmelo,-18.7247,-47.4986,27.980000000000018,48,39,3.12,BR,2024-02-13
349,machali,-34.1833,-70.6667,22.600000000000023,46,0,1.54,CL,2024-02-13
350,luwuk,-0.9516,122.7875,25.58000000000004,85,100,1.45,ID,2024-02-13
351,ujae,8.9322,165.7642,26.670000000000016,79,100,10.21,MH,2024-02-13
352,kruisfontein,-34.0033,24.7314,25.160000000000025,55,93,10.8,ZA,2024-02-13
353,chabahar,25.2919,60.643,22.52000000000004,64,7,5.54,IR,2024-02-13
354,sanctuary point,-35.1114,150.629,23.510000000000048,77,5,2.79,AU,2024-02-13
355,snina,48.9886,22.151,6.8700000000000045,60,100,5.67,SK,2024-02-13
356,pandan,14.0453,124.1694,25.180000000000007,87,33,7.18,PH,2024-02-13
357,turgen,43.4006,77.5933,-5.92999999999995,78,25,3.35,KZ,2024-02-13
358,choibalsan,48.0667,114.5,-17.379999999999967,82,4,3.75,MN,2024-02-13
359,krasnovishersk,60.4078,57.082,-15.529999999999973,91,100,2.88,RU,2024-02-13
360,essaouira,31.5125,-9.77,31.720000000000027,19,98,1.54,MA,2024-02-13
361,baganga,7.5739,126.56,25.04000000000002,89,79,3.01,PH,2024-02-13
362,lazaro cardenas,17.9583,-102.2,22.07000000000005,83,34,1.88,MX,2024-02-13
363,angren,41.0167,70.1436,3.8600000000000136,66,18,3.14,UZ,2024-02-13
364,waddan,29.1614,16.139,22.170000000000016,30,0,9.97,LY,2024-02-13
365,sovetskaya gavan',48.9723,140.2878,-6.609999999999957,98,100,2.81,RU,2024-02-13
366,tonj,7.2737,28.6822,40.32000000000005,10,11,2.9,SS,2024-02-13
367,ancud,-41.8697,-73.8203,13.460000000000036,55,23,1.35,CL,2024-02-13
368,pospelikha,51.95,81.7667,-11.46999999999997,78,100,6.35,RU,2024-02-13
369,lagos,6.5833,3.75,36.18000000000001,49,2,4.97,NG,2024-02-13
370,mayna,54.1135,47.6231,-9.829999999999984,94,87,3.59,RU,2024-02-13
371,chegdomyn,51.1167,133.0167,-8.019999999999982,97,100,1.16,RU,2024-02-13
372,ben gardane,33.1378,11.2197,18.650000000000034,48,0,7.7,TN,2024-02-13
373,sisimiut,66.9395,-53.6735,-20.00999999999999,79,0,2.94,GL,2024-02-13
374,narasannapeta,18.4167,84.05,22.420000000000016,73,6,2.25,IN,2024-02-13
375,elbasan,41.1125,20.0822,15.400000000000034,68,62,2.05,AL,2024-02-13
376,conception bay south,47.4999,-52.9981,-0.049999999999954525,87,53,5.76,CA,2024-02-13
377,buurhakaba,2.8026,44.0781,36.76000000000005,22,81,6.69,SO,2024-02-13
378,dass,10.0,9.5167,36.5,7,0,3.06,NG,2024-02-13
379,namsos,64.4662,11.4957,-3.9699999999999704,68,75,8.23,NO,2024-02-13
380,tolanaro,-25.0319,46.9987,25.04000000000002,100,75,7.2,MG,2024-02-13
381,bryne,58.7354,5.6477,4.760000000000048,92,75,6.69,NO,2024-02-13
382,harrisonburg,38.4496,-78.8689,4.270000000000039,89,100,3.09,US,2024-02-13
383,vorkuta,67.5,64.0,-33.26999999999998,94,11,2.36,RU,2024-02-13
384,nar'yan-mar,67.6713,53.087,-29.379999999999967,98,89,3.58,RU,2024-02-13
385,valenca,-13.3703,-39.0731,28.700000000000045,76,9,3.19,BR,2024-02-13
386,urangan,-25.3,152.9,24.55000000000001,93,33,2.68,AU,2024-02-13
387,trevelin,-43.0858,-71.4639,13.710000000000036,37,72,0.27,AR,2024-02-13
388,berber,18.0216,33.983,33.07000000000005,6,0,3.5,SD,2024-02-13
389,livingstone,-17.8419,25.8543,32.85000000000002,25,0,3.7,ZM,2024-02-13
390,kone,-21.0595,164.8658,24.700000000000045,90,3,2.01,NC,2024-02-13
391,waat,51.1454,6.4958,11.550000000000011,66,20,3.6,DE,2024-02-13
392,cooper's town,26.8667,-77.5167,24.230000000000018,81,7,9.36,BS,2024-02-13
393,springfield,37.2153,-93.2982,1.7700000000000387,93,0,2.57,US,2024-02-13
394,rudsar,37.1376,50.288,12.990000000000009,61,100,2.04,IR,2024-02-13
395,novyy urgal,51.0736,132.5642,-9.109999999999957,96,100,1.33,RU,2024-02-13
396,bandeirantes,-23.11,-50.3675,33.620000000000005,38,59,4.04,BR,2024-02-13
397,kayangel,8.0823,134.7173,26.950000000000045,80,27,10.51,PW,2024-02-13
398,isangel,-19.55,169.2667,26.640000000000043,90,41,7.09,VU,2024-02-13
399,orkney,-26.9802,26.6727,35.900000000000034,14,22,3.44,ZA,2024-02-13
400,aksu,41.1231,80.2644,1.1100000000000136,62,38,2.94,CN,2024-02-13
401,orchard homes,46.8633,-114.0484,-0.6599999999999682,100,100,0.0,US,2024-02-13
402,villamontes,-21.25,-63.5,22.360000000000014,96,100,3.5,BO,2024-02-13
403,eregli,37.5133,34.0467,11.950000000000045,46,100,1.44,TR,2024-02-13
404,zaozersk,69.4005,32.4476,-20.48999999999998,97,57,3.08,RU,2024-02-13
405,santa elena de uairen,4.6167,-61.1333,27.420000000000016,49,59,2.53,VE,2024-02-13
406,fortuna,40.5982,-124.1573,7.189999999999998,96,100,0.0,US,2024-02-13
407,lihue,21.9789,-159.3672,21.58000000000004,85,0,4.12,US,2024-02-13
408,cold springs,39.6802,-119.9766,4.300000000000011,75,0,0.0,US,2024-02-13
409,borba,-4.3878,-59.5939,24.260000000000048,97,100,1.8,BR,2024-02-13
410,natal,-5.795,-35.2094,30.120000000000005,74,40,5.66,BR,2024-02-13
411,kalianget,-7.05,113.9333,26.460000000000036,87,94,1.12,ID,2024-02-13
412,coquimbo,-29.9533,-71.3436,17.850000000000023,100,100,2.06,CL,2024-02-13
413,el granada,37.5027,-122.4694,10.75,92,75,1.54,US,2024-02-13
414,semenivka,52.1783,32.5818,3.390000000000043,99,100,2.7,UA,2024-02-13
415,rodino,52.5,80.25,-9.339999999999975,83,100,6.23,RU,2024-02-13
416,zhob,31.3411,69.4481,13.240000000000009,18,0,2.35,PK,2024-02-13
417,al bayda',32.7627,21.7551,11.560000000000002,66,6,7.27,LY,2024-02-13
418,puerto armuelles,8.2833,-82.8667,24.99000000000001,65,100,1.49,PA,2024-02-13
419,harnosand,62.6323,17.9379,-5.0,95,100,5.96,SE,2024-02-13
420,sovetskaya,44.7769,41.1722,14.090000000000032,51,100,2.04,RU,2024-02-13
421,mount pearl,47.5166,-52.7813,-0.37999999999999545,86,100,5.14,CA,2024-02-13
422,basco,20.4487,121.9702,22.710000000000036,78,100,9.37,PH,2024-02-13
423,namibe,-15.1961,12.1522,28.970000000000027,65,48,4.26,AO,2024-02-13
424,choyr,46.3611,108.3611,-23.25999999999999,100,27,1.37,MN,2024-02-13
425,motueka,-41.1333,173.0167,14.5,80,0,0.97,NZ,2024-02-13
426,boumerdas,36.7664,3.4772,21.08000000000004,76,0,5.13,DZ,2024-02-13
427,machico,32.7,-16.7667,25.950000000000045,72,40,2.57,PT,2024-02-13
428,kavieng,-2.5744,150.7967,28.07000000000005,79,99,3.94,PG,2024-02-13
429,tarko-sale,64.9225,77.785,-32.73999999999998,88,6,4.55,RU,2024-02-13
430,hlybokaye,55.1382,27.6879,1.1100000000000136,99,100,3.45,BY,2024-02-13
431,dolbeau-mistassini,48.8763,-72.212,-11.639999999999986,88,32,2.32,CA,2024-02-13
432,newcastle west,52.4492,-9.0611,9.800000000000011,97,100,2.04,IE,2024-02-13
433,antofagasta,-23.65,-70.4,22.600000000000023,72,68,2.75,CL,2024-02-13
434,diapaga,12.0708,1.7889,39.34000000000003,4,6,4.09,BF,2024-02-13
435,sao gabriel da cachoeira,-0.1303,-67.0892,27.890000000000043,83,0,2.06,BR,2024-02-13
436,alesund,62.4723,6.1549,6.510000000000048,52,40,5.14,NO,2024-02-13
437,puerto quijarro,-17.7833,-57.7667,27.810000000000002,72,100,2.37,BO,2024-02-13
438,champerico,14.3,-91.9167,24.30000000000001,60,48,1.42,GT,2024-02-13
439,biltine,14.5333,20.9167,34.75,4,0,4.38,TD,2024-02-13
440,gaiman,-43.2897,-65.4929,25.180000000000007,15,42,6.56,AR,2024-02-13
441,afzalgarh,29.4,78.6833,17.689999999999998,30,100,1.06,IN,2024-02-13
442,karratha,-20.7377,116.8463,27.310000000000002,78,5,4.4,AU,2024-02-13
443,vilyuysk,63.7553,121.6247,-31.669999999999987,98,99,1.34,RU,2024-02-13
444,yuzhno-kurilsk,44.0306,145.8556,0.21000000000003638,87,2,2.52,RU,2024-02-13
445,terra roxa,-23.8557,-50.0314,31.560000000000002,40,50,4.05,BR,2024-02-13
446,moss vale,-34.55,150.3833,19.07000000000005,81,0,2.58,AU,2024-02-13
447,ibiapina,-3.9233,-40.8894,25.32000000000005,63,100,4.49,BR,2024-02-13
448,spring creek,40.7266,-115.5859,-4.279999999999973,68,100,0.7,US,2024-02-13
449,eldorado at santa fe,35.5264,-105.9347,-1.1399999999999864,78,0,6.17,US,2024-02-13
450,kulhudhuffushi,6.6221,73.07,28.0,74,55,5.77,MV,2024-02-13
451,sao mateus,-18.7161,-39.8589,31.28000000000003,52,39,1.99,BR,2024-02-13
452,aitape,-3.1374,142.3475,25.80000000000001,90,100,2.07,PG,2024-02-13
453,hami,42.8,93.45,-3.0499999999999545,34,0,3.81,CN,2024-02-13
454,kolonia town,6.964,158.206,27.650000000000034,76,97,9.27,FM,2024-02-13
455,kariba,-16.5167,28.8,30.74000000000001,42,0,2.93,ZW,2024-02-13
456,hadibu,12.65,54.0333,26.010000000000048,72,92,3.62,YE,2024-02-13
457,herkimer,43.0256,-74.986,1.0,72,100,1.36,US,2024-02-13
458,conduaga,8.862,117.4893,25.82000000000005,80,81,1.89,PH,2024-02-13
459,sant feliu de guixols,41.7833,3.0333,17.730000000000018,49,2,4.63,ES,2024-02-13
460,santa isabel,-23.3156,-46.2214,29.610000000000014,49,100,4.87,BR,2024-02-13
461,howell,42.6073,-83.9294,-1.3799999999999955,91,100,1.54,US,2024-02-13
462,taubate,-23.0264,-45.5553,28.99000000000001,61,0,2.06,BR,2024-02-13
463,nyurba,63.2842,118.3319,-33.599999999999966,99,100,1.48,RU,2024-02-13
464,el ayote,12.1905,-85.2874,23.370000000000005,83,40,0.0,NI,2024-02-13
465,anori,-3.7728,-61.6442,25.58000000000004,87,100,2.85,BR,2024-02-13
466,khandyga,62.6667,135.6,-35.66999999999999,100,100,0.41,RU,2024-02-13
467,mejit,10.2753,170.8646,26.27000000000004,75,100,6.55,MH,2024-02-13
468,tucurui,-3.7661,-49.6725,24.090000000000032,97,100,2.59,BR,2024-02-13
469,rongelap,11.1635,166.8941,26.180000000000007,66,100,8.32,MH,2024-02-13
470,mili,6.0815,171.735,27.700000000000045,68,98,7.64,MH,2024-02-13
471,port augusta,-32.5,137.7667,19.420000000000016,64,7,11.2,AU,2024-02-13
472,yichang,30.7144,111.2847,15.330000000000041,70,0,1.13,CN,2024-02-13
473,maumere,-8.6199,122.2111,26.99000000000001,85,100,3.24,ID,2024-02-13
474,fale old settlement,-9.3852,-171.2468,27.850000000000023,83,100,13.3,TK,2024-02-13
475,lisakovsk,52.5369,62.4936,1.0100000000000477,98,100,8.47,KZ,2024-02-13
476,santa cruz,-17.8,-63.1667,24.03000000000003,94,100,4.63,BO,2024-02-13
477,midvagur,62.0511,-7.1939,6.460000000000036,75,59,3.09,FO,2024-02-13
478,san carlos del zulia,9.0,-71.9135,29.04000000000002,63,35,1.76,VE,2024-02-13
479,messaad,34.1543,3.5031,20.53000000000003,33,6,7.77,DZ,2024-02-13
480,lagoa,39.05,-27.9833,14.950000000000045,85,100,11.82,PT,2024-02-13
481,beichengqu,40.4394,113.1536,-3.819999999999993,83,100,1.78,CN,2024-02-13
482,listowel,52.4464,-9.485,10.03000000000003,95,100,3.76,IE,2024-02-13
483,rosarito,32.3333,-117.0333,8.700000000000045,64,9,0.41,MX,2024-02-13
484,qianzhou,28.3167,109.7167,14.360000000000014,89,57,0.98,CN,2024-02-13
485,fort bragg,35.139,-79.006,12.080000000000041,71,0,6.69,US,2024-02-13
486,ad dilam,23.9915,47.1627,22.230000000000018,30,0,2.88,SA,2024-02-13
487,malango,-2.9627,119.9001,23.180000000000007,99,100,0.48,ID,2024-02-13
488,necochea,-38.5473,-58.7368,17.810000000000002,53,0,6.6,AR,2024-02-13
489,kupang,-10.1667,123.5833,26.32000000000005,100,20,1.03,ID,2024-02-13
490,tejen,37.3834,60.5054,18.890000000000043,25,32,4.9,TM,2024-02-13
491,salaga,8.5508,-0.5188,41.150000000000034,17,4,0.49,GH,2024-02-13
492,antonio enes,-16.2325,39.9086,25.29000000000002,95,100,3.16,MZ,2024-02-13
493,praia da vitoria,38.7333,-27.0667,15.420000000000016,94,75,7.39,PT,2024-02-13
494,aleksandrovsk-sakhalinskiy,50.8975,142.1561,-9.689999999999998,95,100,7.25,RU,2024-02-13
495,divo,5.8397,-5.36,39.68000000000001,27,29,2.14,CI,2024-02-13
496,vadso,70.0744,29.7487,-11.909999999999968,85,75,7.72,NO,2024-02-13
497,st. john's,47.5649,-52.7093,0.08000000000004093,86,100,5.14,CA,2024-02-13
498,margate,51.3813,1.3862,9.939999999999998,79,100,4.02,GB,2024-02-13
499,revda,56.801,59.9303,-11.289999999999964,92,100,4.3,RU,2024-02-13
500,golfito,8.639,-83.166,28.900000000000034,68,60,0.1,CR,2024-02-13
501,ofunato,39.0717,141.7167,8.120000000000005,73,11,5.97,JP,2024-02-13
502,siwa oasis,29.2041,25.5195,20.260000000000048,25,4,6.82,EG,2024-02-13
503,yaren,-0.5472,166.916,27.810000000000002,83,100,5.04,NR,2024-02-13
504,labe,11.3182,-12.2833,34.77000000000004,7,2,3.45,GN,2024-02-13
505,xinyuan,37.3,99.0,-7.439999999999998,47,100,1.43,CN,2024-02-13
506,jinan,36.6683,116.9972,13.080000000000041,54,21,3.31,CN,2024-02-13
507,wamba,8.9333,8.6,39.99000000000001,8,2,3.76,NG,2024-02-13
508,bafoulabe,13.8065,-10.8321,40.950000000000045,4,0,3.7,ML,2024-02-13
509,fenghua,29.6563,121.4064,15.939999999999998,82,100,1.0,CN,2024-02-13
510,al hasakah,36.5024,40.7477,17.390000000000043,50,100,5.76,SY,2024-02-13
511,kamaishi,39.2667,141.8833,8.29000000000002,76,16,5.43,JP,2024-02-13
512,zakynthos,37.7914,20.8953,15.620000000000005,72,40,3.6,GR,2024-02-13
513,gladstone,-23.85,151.25,24.960000000000036,88,100,3.09,AU,2024-02-13
514,mariehamn,60.0973,19.9348,-0.6599999999999682,93,100,5.14,AX,2024-02-13
515,commentry,46.2921,2.7416,11.480000000000018,62,14,2.79,FR,2024-02-13
516,borogontsy,62.6683,131.1683,-29.68999999999997,100,100,0.42,RU,2024-02-13
517,roma,43.2128,-75.4557,0.6200000000000045,71,100,0.89,US,2024-02-13
518,korsakov,46.6328,142.7813,-4.089999999999975,99,61,0.51,RU,2024-02-13
519,rawson,-43.3002,-65.1023,24.710000000000036,16,12,7.35,AR,2024-02-13
520,villa gesell,-37.2639,-56.973,19.470000000000027,53,7,8.43,AR,2024-02-13
521,williston,48.147,-103.618,0.410000000000025,85,94,1.34,US,2024-02-13
522,jean-rabel,19.8533,-73.1917,24.83000000000004,78,3,1.91,HT,2024-02-13
523,nelson bay,-32.7167,152.15,24.439999999999998,78,43,4.02,AU,2024-02-13
524,makeni,8.8833,-12.05,40.200000000000045,23,3,0.86,SL,2024-02-13
525,piti village,13.4626,144.6933,26.49000000000001,67,40,5.14,GU,2024-02-13
526,birzebbuga,35.8258,14.5269,17.379999999999995,59,20,7.2,MT,2024-02-13
527,tosontsengel,48.7567,98.2839,-29.379999999999967,93,13,0.47,MN,2024-02-13
528,alice springs,-23.7,133.8833,30.120000000000005,25,75,2.57,AU,2024-02-13
529,sheikhpura,25.15,85.85,21.02000000000004,56,98,0.6,IN,2024-02-13
530,rodolfo sanchez taboada,31.7167,-116.5667,10.090000000000032,55,0,1.15,MX,2024-02-13
531,anchorage,61.2181,-149.9003,7.560000000000002,55,40,9.77,US,2024-02-13
532,serdar,38.9764,56.2757,18.57000000000005,27,30,3.56,TM,2024-02-13
533,perryton,36.4,-100.8027,-5.039999999999964,80,0,2.06,US,2024-02-13
534,oranjemund,-28.55,16.4333,21.510000000000048,73,72,9.22,NA,2024-02-13
535,adrar,20.5022,-10.0711,34.14000000000004,8,0,5.27,MR,2024-02-13
536,eirunepe,-6.6603,-69.8736,22.950000000000045,99,100,0.36,BR,2024-02-13
537,woodlake,37.4211,-77.6793,6.32000000000005,94,100,8.23,US,2024-02-13
538,kerema,-7.9631,145.7785,26.170000000000016,86,90,1.83,PG,2024-02-13
539,koulamoutou,-1.1303,12.4736,32.07000000000005,53,100,2.43,GA,2024-02-13
540,carbonear,47.7332,-53.2148,0.3300000000000409,85,10,6.4,CA,2024-02-13
541,laascaanood,8.4774,47.3597,31.07000000000005,26,7,5.02,SO,2024-02-13
542,den burg,53.0542,4.7972,9.420000000000016,85,100,8.23,NL,2024-02-13
543,ulety,51.3572,112.4849,-15.560000000000002,80,14,3.9,RU,2024-02-13
544,aracati,-4.5617,-37.7697,31.439999999999998,58,94,3.87,BR,2024-02-13
545,vallenar,-28.5708,-70.7581,21.450000000000045,64,11,3.11,CL,2024-02-13
546,rundu,-17.9333,19.7667,35.700000000000045,19,6,4.98,NA,2024-02-13
547,enid,36.3956,-97.8784,1.8400000000000318,83,0,4.63,US,2024-02-13
548,stanley,54.868,-1.6985,7.060000000000002,83,75,1.54,GB,2024-02-13
549,zilina,49.1667,19.1667,3.8799999999999955,91,100,2.49,SK,2024-02-13
550,victoriaville,46.0501,-71.9658,-4.17999999999995,82,100,2.16,CA,2024-02-13
551,grantsville,40.5999,-112.4644,1.580000000000041,56,51,1.86,US,2024-02-13
552,bukene,-4.2333,32.8833,25.660000000000025,69,93,0.75,TZ,2024-02-13
553,aparan,40.5932,44.3589,6.28000000000003,73,100,2.52,AM,2024-02-13
554,iquique,-20.2208,-70.1431,24.02000000000004,71,58,1.25,CL,2024-02-13
555,joao pinheiro,-17.7425,-46.1725,27.210000000000036,60,86,2.23,BR,2024-02-13
556,christchurch,-43.5333,172.6333,14.670000000000016,89,100,1.54,NZ,2024-02-13
557,avanigadda,16.0215,80.9181,21.05000000000001,83,13,3.33,IN,2024-02-13
558,san leandro,37.7249,-122.1561,10.770000000000039,86,40,2.57,US,2024-02-13
559,anshun,26.25,105.9333,11.080000000000041,93,62,4.85,CN,2024-02-13
560,novodvinsk,64.4165,40.8122,-23.139999999999986,100,7,1.08,RU,2024-02-13
561,shaowu,27.3409,117.4831,13.710000000000036,76,93,1.45,CN,2024-02-13
562,ikovka,55.6089,64.9375,-7.75,95,100,4.02,RU,2024-02-13
563,ginir,7.1333,40.7,24.03000000000003,35,100,5.06,ET,2024-02-13
564,korla,41.7597,86.1469,0.8500000000000227,53,100,0.16,CN,2024-02-13
565,adam,22.3756,57.5233,27.460000000000036,22,0,4.76,OM,2024-02-13
566,nouadhibou,20.931,-17.0347,22.99000000000001,73,60,2.57,MR,2024-02-13
567,ulsteinvik,62.3432,5.8487,6.5,60,92,4.38,NO,2024-02-13
568,taoudenni,22.6783,-3.9836,34.620000000000005,12,0,6.51,ML,2024-02-13
569,greensburg,40.3015,-79.5389,0.9900000000000091,80,95,3.13,US,2024-02-13
570,selfoss,63.9331,-20.9971,-3.0499999999999545,85,6,3.07,IS,2024-02-13
